period,seriesId,seriesDescription,stateId/0,stateDescription,value,unit
2019,PPTCB,Natural gasoline (pentanes plus) total consumption,CO,Colorado,0,Billion Btu
2019,TEPRB,Total primary energy production,CO,Colorado,3847243,Billion Btu
2020,B1TCP,Renewable diesel total consumption,CO,Colorado,0,Thousand barrels
2020,B1ACP,Renewable diesel consumed by the transportation sector,CO,Colorado,0,Thousand barrels
2019,HLTCV,Hydrocarbon gas liquids total expenditures,CO,Colorado,351.7,Million dollars
2019,EQICP,Ethane consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2019,NUETV,Nuclear fuel total expenditures,CO,Colorado,0,Million dollars
2019,NUETP,Nuclear electricity total net generation,CO,Colorado,0,Million kilowatthours
2019,HLICB,Hydrocarbon gas liquids consumed by the industrial sector,CO,Colorado,2670,Billion Btu
2019,PQICB,Propane consumed by the industrial sector,CO,Colorado,2670,Billion Btu
2019,ENPRP,"Fuel ethanol production, including denaturant",CO,Colorado,3287,Thousand barrels
2019,EQTCP,Ethane total consumption,CO,Colorado,0,Thousand barrels
2019,EQICB,Ethane consumed by the industrial sector,CO,Colorado,0,Billion Btu
2019,NUETD,"Nuclear fuel average price, all sectors",CO,Colorado,0,Dollars per million Btu
2019,BQICP,Normal butane consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2021,ARTXP,Asphalt and road oil total end-use consumption,CO,Colorado,2855,Thousand barrels
2019,NAICP,Natural gasoline consumed by the industrial sector (through 1983),CO,Colorado,0,Thousand barrels
2019,PQRFB,Propane consumed as refinery fuel,CO,Colorado,58,Billion Btu
2019,CLPRP,Coal production,CO,Colorado,12868,Thousand short tons
2019,PQTCD,"Propane average price, all sectors",CO,Colorado,17.92,Dollars per million Btu
2019,NGMPK,Factor for converting marketed natural gas production from physical units to Btu,CO,Colorado,1.205,Thousand Btu per cubic feet
2019,NGMPB,Natural gas marketed production,CO,Colorado,2394039,Billion Btu
2019,HLCCP,Hydrocarbon gas liquids consumed by the commercial sector,CO,Colorado,933,Thousand barrels
2019,EYICP,Ethylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2021,B1ACB,Renewable diesel consumed by the transportation sector,CO,Colorado,0,Billion Btu
2021,ARICD,Asphalt and road oil price in the industrial sector,CO,Colorado,16.63,Dollars per million Btu
2019,PQRCB,Propane consumed by the residential sector,CO,Colorado,13185,Billion Btu
2019,PQICD,Propane price in the industrial sector,CO,Colorado,11.35,Dollars per million Btu
2019,EYTCB,Ethylene from refineries total consumption,CO,Colorado,0,Billion Btu
2019,WWPRB,Wood and waste energy production,CO,Colorado,18067,Billion Btu
2019,EMFDB,"Fuel ethanol production (total biomass inputs as feedstock), including liquids and losses & co-products",CO,Colorado,18725,Billion Btu
2019,CLPRB,Coal production,CO,Colorado,270466,Billion Btu
2019,BFPRP,Biofuels liquid production,CO,Colorado,3287,Thousand barrels
2019,PQRCP,Propane consumed by the residential sector,CO,Colorado,3433,Thousand barrels
2019,HLTXB,Hydrocarbon gas liquids total end-use consumption,CO,Colorado,19681,Billion Btu
2019,PQTXV,Propane total end-use expenditures,CO,Colorado,351.7,Million dollars
2019,IQICB,Isobutane consumed by the industrial sector,CO,Colorado,0,Billion Btu
2019,HLRCV,Hydrocarbon gas liquids expenditures in the residential sector,CO,Colorado,275.9,Million dollars
2019,WDEXB,Densified biomass exports (available for 2016 forward),CO,Colorado,0,Billion Btu
2019,NCPRB,Noncombustible renewable energy production,CO,Colorado,50575,Billion Btu
2019,PAPRP,Crude oil production (including lease condensate),CO,Colorado,192238,Thousand barrels
2019,PQSCB,Propane total consumption adjusted for process fuel,CO,Colorado,19623,Billion Btu
2019,BYTCB,Butylene from refineries total consumption,CO,Colorado,0,Billion Btu
2019,HLTCD,"Hydrocarbon gas liquids average price, all sectors",CO,Colorado,17.92,Dollars per million Btu
2021,ARTCV,Asphalt and road oil total expenditures,CO,Colorado,315.1,Million dollars
2021,BDLCB,Energy losses and co-products from the production of biodiesel,CO,Colorado,0,Billion Btu
2019,OPACB,Other petroleum products consumed by the transportation sector,CO,Colorado,0,Billion Btu
2019,EQTCB,Ethane total consumption,CO,Colorado,0,Billion Btu
2019,PPICP,Natural gasoline (pentanes plus) consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2019,NUETB,"Nuclear energy consumed for electricity generation, total",CO,Colorado,0,Billion Btu
2019,IQICP,Isobutane consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2019,HLTCK,Average factor for converting hydrocarbon gas liquids total consumption from physical unit to Btu,CO,Colorado,3.841,Million Btu per barrel
2019,HLRCB,Hydrocarbon gas liquids consumed by the residential sector,CO,Colorado,13185,Billion Btu
2019,PQACP,Propane consumed by the transportation sector,CO,Colorado,63,Thousand barrels
2019,PQISB,Propane consumed in the industrial sector excluding refinery fuel,CO,Colorado,2613,Billion Btu
2019,PQACB,Propane consumed by the transportation sector,CO,Colorado,241,Billion Btu
2021,BDTCB,Biodiesel total consumption,CO,Colorado,860,Billion Btu
2019,HLSCB,Hydrocarbon gas liquids total consumption adjusted for processed fuel,CO,Colorado,19623,Billion Btu
2019,IYICP,Isobutylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2019,B1ACP,Renewable diesel consumed by the transportation sector,CO,Colorado,0,Thousand barrels
2019,BYICB,Butylene from refineries consumed by the industrial sector,CO,Colorado,0,Billion Btu
2019,BYICP,Butylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2019,PQACD,Propane price in the transportation sector,CO,Colorado,14.36,Dollars per million Btu
2019,PYICP,Propylene from refineries consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2019,PYICB,Propylene from refineries consumed by the industrial sector,CO,Colorado,0,Billion Btu
2021,BDACP,Biodiesel consumed by the transportation sector,CO,Colorado,161,Thousand barrels
2019,EYTCP,Ethylene from refineries total consumption,CO,Colorado,0,Thousand barrels
2019,PQTCP,Propane total consumption,CO,Colorado,5124,Thousand barrels
2021,ARICP,Asphalt and road oil consumed by the industrial sector,CO,Colorado,2855,Thousand barrels
2019,HLACP,Hydrocarbon gas liquids consumed by the transportation sector,CO,Colorado,63,Thousand barrels
2019,HLTXV,Hydrocarbon gas liquids total end-use expenditures,CO,Colorado,351.7,Million dollars
2019,BQTCB,Normal butane total consumption,CO,Colorado,0,Billion Btu
2019,PQCCP,Propane consumed by the commercial sector,CO,Colorado,933,Thousand barrels
2019,PQTXD,"Propane average price, all end-use sectors",CO,Colorado,17.92,Dollars per million Btu
2019,USICB,Unfractionated streams consumed by the industrial sector (through 1983),CO,Colorado,0,Billion Btu
2021,WYICB,Wind energy consumed by the industrial sector,CO,Colorado,10,Billion Btu
2021,HYCCB,Hydropower consumed by the commercial sector,CO,Colorado,48,Billion Btu
2019,PQTXP,Propane total end-use consumption,CO,Colorado,5124,Thousand barrels
2021,LUACB,Lubricants consumed by the transportation sector,CO,Colorado,1882,Billion Btu
2021,LUTXP,Lubricants total end-use consumption,CO,Colorado,685,Thousand barrels
2019,HLACB,Hydrocarbon gas liquids consumed by the transportation sector,CO,Colorado,241,Billion Btu
2019,HLRCP,Hydrocarbon gas liquids consumed by the residential sector,CO,Colorado,3433,Thousand barrels
2021,LUICD,Lubricants price in the industrial sector,CO,Colorado,81.25,Dollars per million Btu
2021,LUTCV,Lubricants total expenditures,CO,Colorado,337.6,Million dollars
2019,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,15279,Billion Btu
2021,REEIB,Renewable energy sources consumed by the electric power sector,CO,Colorado,65212,Billion Btu
2020,RECCB,Renewable energy sources consumed by the commercial sector,CO,Colorado,3542,Billion Btu
2019,HLTCP,Hydrocarbon gas liquids total consumption,CO,Colorado,5124,Thousand barrels
2021,LUACV,Lubricants expenditures in the transportation sector,CO,Colorado,152.9,Million dollars
2021,LUICB,Lubricants consumed by the industrial sector,CO,Colorado,2274,Billion Btu
2021,WYICP,Wind electricity net generation in the industrial sector,CO,Colorado,3,Million kilowatthours
2021,HYTCP,Hydroelectricity total net generation,CO,Colorado,1598,Million kilowatthours
2021,RECCB,Renewable energy sources consumed by the commercial sector,CO,Colorado,3704,Billion Btu
2021,HYTCB,Hydropower total consumption,CO,Colorado,5453,Billion Btu
2021,SOICB,Solar energy consumed by the industrial sector,CO,Colorado,66,Billion Btu
2019,REACB,Renewable energy sources consumed by the transportation sector,CO,Colorado,21461,Billion Btu
2020,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,10489,Billion Btu
2021,HYTXB,Hydropower energy total end-use consumption,CO,Colorado,48,Billion Btu
2021,LUICV,Lubricants expenditures in the industrial sector,CO,Colorado,184.7,Million dollars
2021,HYTXP,"Hydroelectricity, total end-use net generation",CO,Colorado,14,Million kilowatthours
2019,BDFDB,"Biodiesel production (total biomass inputs as feedstock), including liquids and losses & co-products",CO,Colorado,0,Billion Btu
2019,PAPRB,Crude oil production (including lease condensate),CO,Colorado,1095372,Billion Btu
2020,REACB,Renewable energy sources consumed by the transportation sector,CO,Colorado,18327,Billion Btu
2021,WYTCB,Wind energy total consumption,CO,Colorado,51609,Billion Btu
2021,LUACD,Lubricants price in the transportation sector,CO,Colorado,81.25,Dollars per million Btu
2019,COPRK,Factor for converting crude oil production from physical units to Btu for the United States,CO,Colorado,5.698,Million Btu per barrel
2021,LUTCB,Lubricants total consumption,CO,Colorado,4155,Billion Btu
2021,LUTXD,"Lubricants average price, all end-use sectors",CO,Colorado,81.25,Dollars per million Btu
2021,LUTXV,Lubricants total end-use expenditures,CO,Colorado,337.6,Million dollars
2019,PQTCV,Propane total expenditures,CO,Colorado,351.7,Million dollars
2019,NGMPP,Natural gas marketed production,CO,Colorado,1986916,Million cubic feet
2019,BDPRP,Biodiesel liquids production,CO,Colorado,0,Thousand barrels
2023,CLICB,Coal consumed by the industrial sector,CO,Colorado,2952,Billion Btu
2023,CLCCP,Coal consumed by the commercial sector,CO,Colorado,0,Thousand short tons
2021,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,11396,Billion Btu
2019,BQTCP,Normal butane total consumption,CO,Colorado,0,Thousand barrels
2019,EYICB,Ethylene from refineries consumed by the industrial sector,CO,Colorado,0,Billion Btu
2019,REICB,Renewable energy sources consumed by the industrial sector,CO,Colorado,8511,Billion Btu
2021,SOCCP,Solar thermal and photovoltaic electricity net generation in the commercial sector,CO,Colorado,297,Million kilowatthours
2019,PQACV,Propane expenditures in the transportation sector,CO,Colorado,3.5,Million dollars
2019,PQCCB,Propane consumed by the commercial sector,CO,Colorado,3584,Billion Btu
2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,CO,Colorado,2786,Million kilowatthours
2019,HLRCD,Hydrocarbon gas liquids price in the residential sector,CO,Colorado,20.92,Dollars per million Btu
2021,SOEGB,Solar energy consumed for electricity generation by the electric power sector,CO,Colorado,5868,Billion Btu
2021,LUTCD,"Lubricants average price, all sectors",CO,Colorado,81.25,Dollars per million Btu
2021,LUICP,Lubricants consumed by the industrial sector,CO,Colorado,375,Thousand barrels
2021,LUACP,Lubricants consumed by the transportation sector,CO,Colorado,310,Thousand barrels
2021,LUTCP,Lubricants total consumption,CO,Colorado,685,Thousand barrels
2021,GEEGP,Geothermal electricity net generation in the electric power sector,CO,Colorado,0,Million kilowatthours
2021,LUTXB,Lubricants total end-use consumption,CO,Colorado,4155,Billion Btu
2019,HLACV,Hydrocarbon gas liquids expenditures in the transportation sector,CO,Colorado,3.5,Million dollars
2019,CLPRK,Factor for converting coal production from physical units to Btu,CO,Colorado,21.018,Million Btu per short ton
2019,REPRB,Renewable energy production,CO,Colorado,87367,Billion Btu
2021,WYCCB,Wind energy consumed by the commercial sector,CO,Colorado,0,Billion Btu
2021,GERCB,Geothermal energy consumed by the residential sector,CO,Colorado,271,Billion Btu
2021,REACB,Renewable energy sources consumed by the transportation sector,CO,Colorado,18842,Billion Btu
2021,REICB,Renewable energy sources consumed by the industrial sector,CO,Colorado,8696,Billion Btu
2020,B1TCB,Renewable diesel total consumption,CO,Colorado,0,Billion Btu
2021,HYICB,Hydropower consumed by the industrial sector,CO,Colorado,0,Billion Btu
2021,WYTXP,Wind energy total end-use net generation,CO,Colorado,3,Million kilowatthours
2020,DFASB,Distillate fuel oil consumed by the transportation sector including biofuels product supplied,CO,Colorado,87404,Billion Btu
2021,SOR7P,Solar photovoltaic electricity generation by small-scale applications in the residential sector,CO,Colorado,750,Million kilowatthours
2021,SOTCB,Solar energy total consumption,CO,Colorado,9801,Billion Btu
2021,GECCB,Geothermal energy consumed by the commercial sector,CO,Colorado,221,Billion Btu
2021,SOICP,Solar thermal and photovoltaic electricity net generation in the industrial sector,CO,Colorado,19,Million kilowatthours
2021,GETCB,Geothermal energy total consumption,CO,Colorado,759,Billion Btu
2021,HYICP,Hydroelectricity net generation in the industrial sector,CO,Colorado,0,Million kilowatthours
2020,ENCCP,"Fuel ethanol, including denaturant, consumed by the commercial sector",CO,Colorado,159,Thousand barrels
2019,CLICV,Coal expenditures in the industrial sector,CO,Colorado,11.2,Million dollars
2019,CLRCB,Coal consumed by the residential sector,CO,Colorado,0,Billion Btu
2019,CLCCV,Coal expenditures in the commercial sector,CO,Colorado,0,Million dollars
2019,CLKCP,Coal consumed by coke plants (coking coal),CO,Colorado,0,Thousand short tons
2019,CLACV,Coal expenditures in the transportation sector,CO,Colorado,0,Million dollars
2019,CLEIV,Coal expenditures in the electric power sector,CO,Colorado,469.1,Million dollars
